URN	Title	Author	Editor	Publisher	Publication Year
urn:cts:greekLit:tlg2018.tlg009.opp-grc1	Eusebius Werke, Vierter Band: Gegen Marcell, Über Die Kirchliche Theologie, Die Fragmente Marcells	Richardus Foerster.	Professor Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1906
urn:cts:greekLit:tlg2018.tlg010.opp-ger1	Eusebius Werke	Lic. Dr. Erich Klostermann	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
urn:cts:greekLit:tlg2018.tlg010.opp-grc1	Eusebius Werke	Lic. Dr. Erich Klostermann	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
urn:cts:greekLit:tlg2018.tlg011.opp-grc1	Eusebius Werke	Lic. Dr. Erich Klostermann	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
urn:cts:greekLit:tlg2018.tlg011.opp-lat1	Eusebius Werke	Lic. Dr. Erich Klostermann	Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1904
urn:cts:greekLit:tlg2018.tlg020.opp-grc1	Eusebius Werke	Dr. Ivar A. Heikel	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
urn:cts:greekLit:tlg2018.tlg021.opp-grc1	Eusebius Werke	Dr. Ivar A. Heikel	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
urn:cts:greekLit:tlg2018.tlg022.opp-grc1	Eusebius Werke	Dr. Ivar A. Heikel	Dr. Ivar A. Heikel	J.C.Hinrichs'Sche Buchhandlung	1902
urn:cts:greekLit:tlg2021.tlg001.opp-grc1	Epiphanius	D.Dr. Karl Holl	D.Dr. Karl Holl	J. C. Hinrichs'Sche Buchhandlung	1915
urn:cts:greekLit:tlg2021.tlg002.opp-grc1	Epiphanius	D.Dr. Karl Holl	D.Dr. Karl Holl	J. C. Hinrichs'Sche Buchhandlung	1915
urn:cts:greekLit:tlg2021.tlg003.opp-grc1	Epiphanius	D. Dr. Karl Holl	D. Dr. Karl Holl	J. C. Hinrichs'Sche Buchhandlung	1922
urn:cts:greekLit:tlg2022.tlg003.opp-grc1	Christus Patiens	Dr. J. G. Brambs.	Dr. J. G. Brambs.	In Aedibus B. G. Teubneri.	MDCCCLXXXV.
urn:cts:greekLit:tlg2022.tlg007.opp-grc1	The Five Theological Orations Of Gregory Of Nazianzus	Arthur James Mason, D.D.	Arthur James Mason, D.D.	At The University Press.	1899
urn:cts:greekLit:tlg2022.tlg008.opp-grc1	The Five Theological Orations Of Gregory Of Nazianzus	Arthur James Mason, D.D.	Arthur James Mason, D.D.	At The University Press.	1899
urn:cts:greekLit:tlg2022.tlg009.opp-grc1	The Five Theological Orations Of Gregory Of Nazianzus	Arthur James Mason, D.D.	Arthur James Mason, D.D.	At The University Press.	1899
urn:cts:greekLit:tlg2022.tlg010.opp-grc1	The Five Theological Orations Of Gregory Of Nazianzus	Arthur James Mason, D.D.	Arthur James Mason, D.D.	At The University Press.	1899
urn:cts:greekLit:tlg2022.tlg011.opp-grc1	The Five Theological Orations Of Gregory Of Nazianzus	Arthur James Mason, D.D.	Arthur James Mason, D.D.	At The University Press.	1899
urn:cts:greekLit:tlg2022.tlg060.1st1K-grc1	Die Arabische Überlieferung Der Sogenannten Menandersentenzen	Pseudo-Menander	None	Kommissionsverlag Franz Steiner	1961
urn:cts:greekLit:tlg2034.tlg006.opp-grc1	Comentaria In Aristotelem Graeca	Adolfus Busse	Adolfus Busse	Typis Et Impensis Georgii Reimeri	MDCCCLXXXVII.
urn:cts:greekLit:tlg2034.tlg007.opp-grc1	Comentaria In Aristotelem Graeca	Adolfus Busse	Adolfus Busse	Typis Et Impensis Georgii Reimeri	MDCCCLXXXVII.
urn:cts:greekLit:tlg2036.tlg001.opp-grc1	In Aristotelis Categorias Commentarium	Dexippus	Adolfus Busse	Berolini: Typis Et Impensis G. Reimeri	1888
urn:cts:greekLit:tlg2041.tlg001.opp-grc1	Eusebius Werke Vierter Band Gegen Marcell Über Die Kirchliche Theologie Die Fragmente Marcells	Richardus Foerster.	Professor Lic. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1906
urn:cts:greekLit:tlg2042.tlg001.perseus-grc1	Origenes Werke	Dr. Paul Koetschau	None	J. C. Hinrichs'Sche Buchhandlung	1899
urn:cts:greekLit:tlg2042.tlg005.opp-grc1	Origenes Werke	Lic. Dr. Erwin Preushen	Lic. Dr. Erwin Preushen	J. C. Hinrich'S Sche Buchhandlung	1903
urn:cts:greekLit:tlg2042.tlg006.opp-grc1	Origenes Werke	Lic. Dr. Erwin Preushen	Lic. Dr. Erwin Preushen	J. C. Hinrich'S Sche Buchhandlung	1903
urn:cts:greekLit:tlg2042.tlg007.perseus-grc1	Origenes Werke	None	None	J.C. Hinrich'Sche Buchhandlung	1899
urn:cts:greekLit:tlg2042.tlg008.perseus-grc1	Origenes Werke	None	None	J.C. Hinrich'Sche Buchhandlung	1899
urn:cts:greekLit:tlg2042.tlg009.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg010.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg011.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg012.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg013.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg014.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg015.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg016.opp-grc1	Origenes Werke	Dr. Max Rauer	Dr. Max Rauer	J. C. Hinrichs'Sche Buchhandlung	1930
urn:cts:greekLit:tlg2042.tlg017.opp-grc1	Origenes Werke	Dr. Max Rauer	Dr. Max Rauer	J. C. Hinrichs'Sche Buchhandlung	1930
urn:cts:greekLit:tlg2042.tlg021.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2042.tlg028.opp-grc1	Origenes Werke	D.Dr. Erich Klostermann	D.Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1933
urn:cts:greekLit:tlg2042.tlg029.opp-grc1	Origenes Werke	D. Dr. Erich Klostermann	D. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1935
urn:cts:greekLit:tlg2042.tlg030.opp-grc1	Origenes Werke	D. Dr. Erich Klostermann	D. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1935
urn:cts:latinLit:tlg2042.tlg030.opp-lat1	Origenes Werke	D. Dr. Erich Klostermann	D. Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1935
urn:cts:greekLit:tlg2042.tlg084.opp-grc1	Origenes Werke	Dr. Erich Klostermann	Dr. Erich Klostermann	J. C. Hinrichs'Sche Buchhandlung	1901
urn:cts:greekLit:tlg2050.tlg001.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2115.tlg060.opp-grc1	Hippolytus Werke	D. Dr. Paul Wendland	D. Dr. Paul Wendland	J. C. Hinrichs'Sche Buchhandlung	1916
urn:cts:greekLit:tlg2115.tlg060.perseus-grc1	Refutationis Omnium Haeresium Librorum Decem Quae Supersunt	S. Hypoliti	None	Dieterichianis	1859
urn:cts:greekLit:tlg2200.tlg001.opp-grc1	Epistulae 1-839	Libanius	Richardus Foerster	Georg Olms Verlagsbuchhandlung	1963
urn:cts:greekLit:tlg2200.tlg00401.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00402.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00403.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00404.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00405.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00406.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00407.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00408.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00409.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00410.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00411.opp-grc1	Orationes I-V	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1903
urn:cts:greekLit:tlg2200.tlg00426.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00427.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00428.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00429.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00430.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00431.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00432.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00433.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00434.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00435.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00436.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00437.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00438.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00439.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00440.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00441.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00442.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00443.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00444.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00445.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00446.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00447.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00448.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00449.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00450.opp-grc1	Orationes Xxvi-L	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1906
urn:cts:greekLit:tlg2200.tlg00451.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00452.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00453.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00454.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00455.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00456.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00457.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00458.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00459.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00460.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00461.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00462.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00463.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00464.opp-grc1	Orationes Li-Lxiv	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1908
urn:cts:greekLit:tlg2200.tlg00501.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00502.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00503.opp-grc1	Declamationes         I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00504.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00505.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00506.opp-grc1	Declamationes         I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00507.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00508.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00509.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00510.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00511.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00512.opp-grc1	Declamationes I-Xii	Libanius	Richardus Foerster	In Aedibus B.G. Teubneri	1909
urn:cts:greekLit:tlg2200.tlg00513.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00514.opp-grc1	Orationes         Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00515.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00516.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00517.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00518.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00519.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00520.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00521.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00522.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00523.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00524.opp-grc1	Orationes         Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00525.opp-grc1	Orationes         Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00526.opp-grc1	Orationes         Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00527.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00528.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00529.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00530.opp-grc1	Orationes Xiii-Xxx	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1911
urn:cts:greekLit:tlg2200.tlg00531.opp-grc1	Declamationes Xxxi-Li	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1913
urn:cts:greekLit:tlg2200.tlg00532.opp-grc1	Declamationes Xxxi-Li	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1913
urn:cts:greekLit:tlg2200.tlg00533.opp-grc1	Declamationes Xxxi-Li	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1913
urn:cts:greekLit:tlg2200.tlg00534.opp-grc1	Declamationes Xxxi-Li	Libanius	Richardus Foerster	In Aedibus B. G. Teubneri	1913
